"dataset","source","yi","vi","n2","n_total","n1","domain","miyake","es_id","weight"
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.892409429,0.608873873,20,40,20,"shifting","yes",893,1.64237626928032
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.928896908,219.4746985,20,40,20,"inhibition","no",894,0.00455633385913958
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.847852119,4.05162773,20,40,20,"processing speed","no",895,0.246814383413256
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.002844208,7.351411871,20,40,20,"shifting","no",896,0.136028291918294
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.641225359,0.098203165,20,40,20,"inhibition","yes",897,10.1829711903888
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.759833615,4.485704157,49,122,73,"inhibition","no",898,0.222930439681245
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.516720793,0.950735494,30,55,25,"updating","no",899,1.05181725759783
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.712041303,0.25789937,30,55,25,"updating","no",900,3.87748136026854
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.918969789,0.080437205,30,55,25,"updating","no",901,12.4320580258849
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.122887674,0.082405032,30,55,25,"updating","no",902,12.1351812593192
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.4133732,743.7815528,30,55,25,"shifting","no",903,0.00134448077696395
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.381823093,160.2753134,30,60,30,"inhibition","no",904,0.00623926404376633
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.396976202,0.876445345,129,156,27,"inhibition","no",905,1.14097245847087
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.592069231,27.39076449,29,55,26,"inhibition","no",906,0.0365086560605158
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.300550395,0.130197869,29,55,26,"updating","no",907,7.68061726110126
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.01239841,1.327439363,29,55,26,"updating","no",908,0.753330078851971
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.638861697,1.086868498,29,55,26,"updating","no",909,0.920074509326702
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.096516343,0.343580043,29,55,26,"updating","no",910,2.91052993435943
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.566795045,0.208853061,29,55,26,"updating","no",911,4.78805527298448
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.924329274,2.799811261,29,55,26,"processing speed","no",912,0.357166932617748
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.637141394,57.82700364,29,55,26,"shifting","no",913,0.0172929589474403
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.901061452,1.478162058,29,55,26,"processing speed","no",914,0.676515808661083
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.583432489,410.4211207,22,44,22,"shifting","no",915,0.00243652178107802
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.079631916,386.815372,22,44,22,"shifting","no",916,0.00258521266833212
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.997134182,0.453006393,61,121,60,"processing speed","no",917,2.20747436559907
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.071392843,0.64284874,35,70,35,"processing speed","no",918,1.55557588866084
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.035001216,0.50564954,43,84,41,"processing speed","no",919,1.97765432556312
"psymetadata::maldonado2020::maldonado2020","psymetadata",5.493624591,0.836074076,20,40,20,"inhibition","no",920,1.19606626817598
"psymetadata::maldonado2020::maldonado2020","psymetadata",10.07017768,0.449493308,53,107,54,"inhibition","yes",921,2.22472722552746
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.194216844,0.377301606,53,107,54,"inhibition","no",922,2.65039953209211
"psymetadata::maldonado2020::maldonado2020","psymetadata",11.81174684,4.060293958,53,107,54,"processing speed","no",923,0.246287586648671
"psymetadata::maldonado2020::maldonado2020","psymetadata",7.060781247,1.991521849,53,107,54,"processing speed","no",924,0.502128560880278
"psymetadata::maldonado2020::maldonado2020","psymetadata",0,0.057890673,83,179,96,"updating","no",925,17.2739397933757
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.859742588,0.073965115,83,179,96,"updating","no",926,13.5198870440477
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.750127429,0.060537342,83,179,96,"updating","no",927,16.5187298775027
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.292364239,0.040346521,83,179,96,"updating","no",928,24.7852844610815
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.805456655,0.244192784,83,179,96,"processing speed","no",929,4.09512510410627
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.353322089,0.174022824,83,179,96,"inhibition","yes",930,5.74637267120777
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.549624644,0.034297072,83,179,96,"updating","no",931,29.1570079218424
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.990320206,324.0099669,33,61,28,"shifting","no",932,0.00308632481144826
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.045806516,0.101450405,33,61,28,"updating","no",933,9.8570330990793
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.118468085,0.114272396,33,61,28,"updating","no",934,8.7510198000924
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.142858738,84.02739,39,66,27,"inhibition","no",935,0.0119008813673732
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.126696656,671.6669981,30,63,33,"shifting","no",936,0.00148883301223491
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.526187755,28.24450569,15,32,17,"shifting","no",937,0.0354051159887727
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.91407913,26.60412912,39,65,26,"inhibition","no",938,0.0375881501510319
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.713360324,12.33619433,13,26,13,"processing speed","no",939,0.081062276845634
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.798904139,500.0315234,23,47,24,"shifting","no",940,0.0019998739143493
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.052973037,119.9402893,25,50,25,"updating","no",941,0.00833748197404089
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.635053069,35.08463365,16,33,17,"processing speed","no",942,0.0285025065382149
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.952447654,81.92047395,25,55,30,"inhibition","no",943,0.0122069606263551
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.079986665,5.731846321,26,52,26,"updating","no",944,0.174463854052796
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.583118186,7.765275935,26,52,26,"updating","no",945,0.128778424407658
"psymetadata::maldonado2020::maldonado2020","psymetadata",-1.984082759,1.799991203,22,41,19,"processing speed","no",946,0.555558270692282
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.439056593,283.701649,25,50,25,"inhibition","no",947,0.00352482970587175
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.477629798,81.31298976,18,36,18,"inhibition","no",948,0.0122981580550851
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.95531142,47.08365614,34,68,34,"inhibition","no",949,0.0212387924384328
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.545373353,0.786125447,28,58,30,"processing speed","no",950,1.2720616077449
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.881846765,7.198077246,28,58,30,"inhibition","no",951,0.138925988958469
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.069001493,0.105792692,28,58,30,"updating","no",952,9.45244875704647
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.697211501,14.56761458,51,98,47,"processing speed","no",953,0.0686454185418187
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.660133019,40.94288638,51,98,47,"inhibition","no",954,0.0244242672760972
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.725299581,2.246492787,50,142,92,"inhibition","no",955,0.445138308828231
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.719964756,4.462753769,76,159,83,"inhibition","no",956,0.224076893273024
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.23253807,87.03532932,20,40,20,"shifting","no",957,0.0114895871344765
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.186101401,24.37840956,20,40,20,"inhibition","no",958,0.0410199031868263
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.951703939,0.021328136,102,191,89,"updating","no",959,46.8864227047314
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.086529252,0.020907415,102,191,89,"inhibition","yes",960,47.8299206286382
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.478287975,0.021093753,102,191,89,"inhibition","no",961,47.4074006650215
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.229551665,0.022286053,102,191,89,"inhibition","no",962,44.871112888406
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.881308559,2.091865124,102,191,89,"processing speed","no",963,0.478042292749654
"psymetadata::maldonado2020::maldonado2020","psymetadata",3.054149147,2.636910173,102,191,89,"processing speed","no",964,0.379231727435867
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.798267539,129.4842979,38,82,44,"inhibition","no",965,0.00772294414240323
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.197022683,3172.675548,8,18,10,"shifting","no",966,0.000315191384959103
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.74557633,0.091261336,30,60,30,"inhibition","no",967,10.9575428525394
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.742669142,0.800044762,30,60,30,"inhibition","yes",968,1.24993006328813
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.074477875,16.75562432,27,55,28,"shifting","no",969,0.0596814526813167
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.605145375,0.0330091,76,161,85,"shifting","yes",970,30.2946763165309
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.088810217,0.051894,48,96,48,"shifting","yes",971,19.2700504875323
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.069250782,327.1701156,24,48,24,"updating","no",972,0.00305651388167312
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.564563083,0.015166027,117,284,167,"updating","no",973,65.9368468749264
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.226097457,319.8680924,32,64,32,"shifting","no",974,0.00312628869136933
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.649055742,0.117978544,38,60,22,"updating","no",975,8.47611748793916
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.552056881,63.5042773,38,60,22,"inhibition","no",976,0.0157469707949893
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.533229491,0.658139613,24,48,24,"processing speed","no",977,1.51943444862967
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.830875318,288.6371271,24,48,24,"shifting","no",978,0.00346455776513305
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.703288595,0.549720713,36,72,36,"processing speed","no",979,1.81910555005774
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.086458919,42.15159749,36,72,36,"shifting","no",980,0.0237238932696973
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.908574722,3.359764444,25,50,25,"updating","no",981,0.297639913948682
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.239949848,0.234850148,36,72,36,"updating","no",982,4.25803436155382
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.216545231,0.177033651,36,72,36,"updating","no",983,5.64864360166192
"psymetadata::maldonado2020::maldonado2020","psymetadata",3.907793836,2.177384007,36,72,36,"updating","no",984,0.459266714913462
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.15535252,129.2382561,20,48,28,"inhibition","yes",985,0.00773764696442697
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.560306834,6.594123123,20,48,28,"processing speed","no",986,0.151650186286641
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.911984242,0.039274288,75,114,39,"updating","no",987,25.4619510861661
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.783643824,10.43085685,75,114,39,"shifting","yes",988,0.0958694011796356
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.14133957,0.039239887,75,114,39,"updating","no",989,25.4842731835594
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.273347777,104.3131711,75,114,39,"shifting","yes",990,0.00958651711432824
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.171250876,0.044167971,60,120,60,"updating","no",991,22.6408408029429
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.736839742,0.049877866,60,120,60,"updating","no",992,20.0489732259195
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.442819235,0.106116834,60,120,60,"updating","no",993,9.42357552808257
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.681391968,0.04202159,58,116,58,"updating","no",994,23.7972908688129
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.070842533,0.044754162,58,116,58,"updating","no",995,22.3442905712322
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.103859267,0.090224434,58,116,58,"updating","no",996,11.0834721335021
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.697021084,0.072420892,30,65,35,"updating","no",997,13.8081701617263
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.204521084,37.43159349,30,65,35,"inhibition","no",998,0.0267154001944148
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.118401856,0.103674758,40,86,46,"updating","no",999,9.64554940171647
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.100858308,0.155664657,40,86,46,"updating","no",1000,6.42406580448123
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.94946079,0.134800117,40,86,46,"updating","no",1001,7.41839118730142
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.344094962,0.57541203,40,86,46,"processing speed","no",1002,1.73788511164774
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.53152693,2.79376689,40,86,46,"shifting","no",1003,0.357939670478377
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.099263753,72.1099392,40,86,46,"inhibition","no",1004,0.0138677138144085
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.758269252,20.03618024,40,86,46,"inhibition","no",1005,0.0499097127307535
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.770865089,1.650787688,40,86,46,"processing speed","no",1006,0.605771418862193
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.127548469,100.5364885,40,86,46,"processing speed","no",1007,0.00994663743402974
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.200197946,17.63067408,40,86,46,"processing speed","no",1008,0.0567193287938087
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.163742035,0.11546896,24,48,24,"updating","no",1009,8.66033607646592
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.977817805,0.942942085,24,48,24,"processing speed","no",1010,1.06051051905272
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.443712762,41.43812413,26,52,26,"shifting","no",1011,0.0241323665343246
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.815994973,0.041533488,40,105,65,"updating","no",1012,24.0769568883788
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.407144498,0.096154886,50,110,60,"updating","no",1013,10.3998875314563
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.168403368,21.61625197,14,26,12,"processing speed","no",1014,0.0462614888736421
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.635386553,409.3625842,21,42,21,"inhibition","yes",1015,0.00244282217915508
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.94790657,284.0106467,21,42,21,"inhibition","no",1016,0.00352099476417269
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.420059489,1053.33249,8,16,8,"inhibition","yes",1017,0.00094936784870274
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.872157372,0.589308901,46,93,47,"processing speed","no",1018,1.69690292867306
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.526387785,0.048758833,46,93,47,"updating","no",1019,20.5091044734397
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.298469665,34.56905912,25,72,47,"inhibition","no",1020,0.0289276024704256
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.916446837,152.3982152,16,32,16,"processing speed","no",1021,0.00656175663663547
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.234335063,0.128867699,20,42,22,"inhibition","no",1022,7.75989645007939
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.781622309,0.18705266,40,80,40,"inhibition","yes",1023,5.34608810160732
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.146777427,197.5051962,16,36,20,"inhibition","no",1024,0.00506315792819632
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.354455093,1.261001747,24,48,24,"inhibition","no",1025,0.793020312921105
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.032861046,91.76578651,220,255,35,"inhibition","yes",1026,0.0108973075699736
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.707109638,37.29520218,220,255,35,"inhibition","yes",1027,0.0268131003868445
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.383229906,1301.861476,220,255,35,"shifting","yes",1028,0.000768130879079795
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.882688499,69.96148165,41,85,44,"inhibition","yes",1029,0.0142935795013998
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.671435612,0.356306412,40,80,40,"processing speed","no",1030,2.80657312448253
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.659488503,0.055813675,40,80,40,"updating","no",1031,17.9167560638141
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.962247685,53.65746769,25,52,27,"inhibition","yes",1032,0.0186367348861372
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.200703108,402.3206891,25,52,27,"inhibition","yes",1033,0.00248557935769354
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.117325831,154.0121844,13,24,11,"inhibition","yes",1034,0.00649299277129141
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.648349689,61.17412886,22,44,22,"inhibition","no",1035,0.016346779572269
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.090397356,50.1759762,30,62,32,"inhibition","no",1036,0.0199298563921114
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.332703555,51.35154408,30,62,32,"inhibition","no",1037,0.019473611123399
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.289924627,9.184435323,30,62,32,"inhibition","no",1038,0.108879856499807
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.096099384,0.081415218,30,62,32,"shifting","yes",1039,12.2827159905167
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.313863832,0.101109322,30,62,32,"updating","no",1040,9.89028489381029
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.07419492,0.118683865,30,62,32,"updating","no",1041,8.42574515078355
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.589514908,36.1922158,37,77,40,"inhibition","no",1042,0.0276302508121097
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.256531422,111.2217394,16,36,20,"inhibition","no",1043,0.00899104802167839
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.90292151,0.150245611,13,25,12,"shifting","no",1044,6.655768467007
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.677148403,4.130110328,12,24,12,"processing speed","no",1045,0.242124282545316
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.503664918,10.50127512,12,24,12,"shifting","no",1046,0.0952265309281793
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.074765743,0.156129197,12,24,12,"inhibition","yes",1047,6.40495191940301
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.645630505,5.45311542,12,24,12,"processing speed","no",1048,0.183381410987996
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.410346834,3.496844311,12,24,12,"shifting","no",1049,0.285972125454458
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.722956892,0.158283789,12,24,12,"inhibition","yes",1050,6.31776637593633
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.810958011,0.868333705,12,24,12,"inhibition","no",1051,1.15163098500248
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.712784254,0.372224745,74,148,74,"updating","no",1052,2.68654895579282
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.888461814,0.061603273,34,68,34,"updating","no",1053,16.232903728995
"psymetadata::maldonado2020::maldonado2020","psymetadata",4.857938274,4.633345224,12,24,12,"inhibition","no",1054,0.215826784246543
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.336902696,29.6093009,8,16,8,"inhibition","yes",1055,0.0337731715914981
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.578211421,2.908593149,40,80,40,"inhibition","no",1056,0.34380882742016
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.861671457,1.286111672,40,80,40,"inhibition","no",1057,0.777537457882584
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.482153295,0.050291769,40,80,40,"inhibition","no",1058,19.8839694821632
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.127317507,216.7078587,40,80,40,"updating","no",1059,0.00461450731874174
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.480099144,2.087414603,40,80,40,"inhibition","no",1060,0.479061513971789
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.210863031,37.84050723,40,80,40,"inhibition","no",1061,0.0264267070713893
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.094107392,0.054442331,36,72,36,"inhibition","no",1062,18.3680599568744
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.282642089,0.054500436,36,72,36,"inhibition","no",1063,18.3484770653945
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.381638848,132.4901817,37,74,37,"inhibition","no",1064,0.00754772910089533
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.507212487,168.598305,37,74,37,"inhibition","no",1065,0.0059312577312091
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.965537194,40.34211376,35,75,40,"inhibition","no",1066,0.0247879921698976
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.047733923,0.626922188,36,72,36,"processing speed","no",1067,1.59509428624657
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.457788669,19.88821444,36,72,36,"inhibition","no",1068,0.0502810346809595
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.719274472,967.1895124,20,40,20,"processing speed","no",1069,0.00103392353533547
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.234575562,163.7120196,20,40,20,"shifting","no",1070,0.00610828699348597
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.13888841,2.740899431,25,53,28,"inhibition","no",1071,0.364843740229884
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.901809158,1.703126774,12,24,12,"processing speed","no",1072,0.587155351713119
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.296841196,0.244873761,12,24,12,"updating","no",1073,4.08373684430812
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.009812095,1.358896433,12,24,12,"updating","no",1074,0.735891253899553
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.015242851,2.185276675,12,24,12,"shifting","yes",1075,0.457607959413194
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.968409849,2362.303012,12,24,12,"shifting","no",1076,0.000423315719837892
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.086727064,0.052408269,71,142,71,"updating","yes",1077,19.0809583884558
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.667927231,1.18630987,33,69,36,"inhibition","yes",1078,0.842950080150644
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.36488403,0.065148274,33,69,36,"inhibition","no",1079,15.349600819816
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.051498562,0.087102282,33,69,36,"updating","no",1080,11.4807554640187
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.367427248,0.081921777,33,69,36,"updating","no",1081,12.2067664621093
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.828010678,0.736060729,33,69,36,"updating","no",1082,1.35858355241772
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.048346892,0.603581482,33,69,36,"processing speed","no",1083,1.65677713750668
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.840626657,0.130528683,33,69,36,"inhibition","no",1084,7.66115138080417
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.774276689,0.065686763,27,60,33,"inhibition","no",1085,15.2237673821741
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.187543276,139.0585968,27,60,33,"processing speed","no",1086,0.00719121307860055
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.62743111,0.070040195,27,60,33,"updating","no",1087,14.2775159321016
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.965005481,0.136763261,14,38,24,"shifting","yes",1088,7.31190520530218
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.402630344,3.568298724,14,38,24,"processing speed","no",1089,0.280245595267601
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.771525063,16.82952884,14,38,24,"shifting","no",1090,0.0594193699364432
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.51351485,1.992087804,24,48,24,"updating","no",1091,0.501985905436526
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.349462366,1.794118781,36,72,36,"updating","no",1092,0.557376696899981
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.927363043,0.737238434,30,60,30,"processing speed","no",1093,1.35641327673918
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.63188863,5.135434959,30,60,30,"inhibition","yes",1094,0.194725472717257
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.351366795,140.3814471,30,60,30,"inhibition","yes",1095,0.0071234484375108
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.249264421,87.54924111,12,25,13,"inhibition","no",1096,0.0114221435539751
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.190296251,190.477386,8,16,8,"inhibition","no",1097,0.00524996704858182
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.542011207,1.703069383,20,40,20,"processing speed","no",1098,0.587175138007868
"psymetadata::maldonado2020::maldonado2020","psymetadata",7.367085986,3.578457085,20,40,20,"inhibition","no",1099,0.27945004683492
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.39018125,1.200104031,20,40,20,"processing speed","no",1100,0.833261095845782
"psymetadata::maldonado2020::maldonado2020","psymetadata",6.81192053,4.899364063,20,40,20,"inhibition","no",1101,0.204108122430011
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.04524004,0.041587807,46,95,49,"updating","yes",1102,24.0455093003582
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.623935558,0.06279075,47,101,54,"updating","no",1103,15.925912654332
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.6547191,0.098187484,47,101,54,"updating","no",1104,10.1845974584704
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.257985409,0.613780409,47,101,54,"processing speed","no",1105,1.62924717918131
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.042197971,173.368614,47,101,54,"processing speed","no",1106,0.00576805672565393
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.560299147,368.131099,47,101,54,"processing speed","no",1107,0.00271642358582696
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.554281246,373.1407607,47,101,54,"processing speed","no",1108,0.00267995380114473
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.935219172,2.69638578,47,101,54,"processing speed","no",1109,0.370866812685832
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.828361237,7.693858576,47,101,54,"processing speed","no",1110,0.129973795348848
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.913218029,1.97355619,47,101,54,"updating","no",1111,0.506699533090061
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.930060492,0.618534103,47,101,54,"updating","yes",1112,1.61672573128923
